run_id,duration_days,final_vials,waste_vials,total_media_l,failures,violations,daily_metrics
398,4,30,9,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6424555.073750022), 'flask_count': 3, 'avg_confluence': np.float64(0.08566073431666694), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 398}, {'day': 2, 'total_cells': np.float64(12108234.379343303), 'flask_count': 3, 'avg_confluence': np.float64(0.1614431250579107), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 398}, {'day': 3, 'total_cells': np.float64(22469407.715139054), 'flask_count': 3, 'avg_confluence': np.float64(0.2995921028685207), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 398}, {'day': 4, 'total_cells': np.float64(39557287.30617531), 'flask_count': 3, 'avg_confluence': np.float64(0.5274304974156707), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 398}]"
399,4,30,1,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(4973026.187307699), 'flask_count': 3, 'avg_confluence': np.float64(0.06630701583076931), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 399}, {'day': 2, 'total_cells': np.float64(9394719.379264742), 'flask_count': 3, 'avg_confluence': np.float64(0.12526292505686323), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 399}, {'day': 3, 'total_cells': np.float64(17579707.210436523), 'flask_count': 3, 'avg_confluence': np.float64(0.23439609613915366), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 399}, {'day': 4, 'total_cells': np.float64(31827049.193843648), 'flask_count': 3, 'avg_confluence': np.float64(0.42436065591791533), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 399}]"
400,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5489101.166013268), 'flask_count': 3, 'avg_confluence': np.float64(0.07318801554684358), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 400}, {'day': 2, 'total_cells': np.float64(10361537.624266014), 'flask_count': 3, 'avg_confluence': np.float64(0.13815383499021353), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 400}, {'day': 3, 'total_cells': np.float64(19335213.781252407), 'flask_count': 3, 'avg_confluence': np.float64(0.25780285041669876), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 400}, {'day': 4, 'total_cells': np.float64(34677905.99440356), 'flask_count': 3, 'avg_confluence': np.float64(0.46237207992538093), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 400}]"
401,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5399932.05330915), 'flask_count': 3, 'avg_confluence': np.float64(0.07199909404412201), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 401}, {'day': 2, 'total_cells': np.float64(10193590.498156436), 'flask_count': 3, 'avg_confluence': np.float64(0.13591453997541914), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 401}, {'day': 3, 'total_cells': np.float64(19024416.200337887), 'flask_count': 3, 'avg_confluence': np.float64(0.2536588826711718), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 401}, {'day': 4, 'total_cells': np.float64(34139214.94816254), 'flask_count': 3, 'avg_confluence': np.float64(0.4551895326421671), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 401}]"
402,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6157756.644409186), 'flask_count': 3, 'avg_confluence': np.float64(0.08210342192545582), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 402}, {'day': 2, 'total_cells': np.float64(11611079.921385385), 'flask_count': 3, 'avg_confluence': np.float64(0.15481439895180515), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 402}, {'day': 3, 'total_cells': np.float64(21583873.34832484), 'flask_count': 3, 'avg_confluence': np.float64(0.2877849779776645), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 402}, {'day': 4, 'total_cells': np.float64(38214937.0588885), 'flask_count': 3, 'avg_confluence': np.float64(0.5095324941185134), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 402}]"
403,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5487399.096089319), 'flask_count': 3, 'avg_confluence': np.float64(0.07316532128119092), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 403}, {'day': 2, 'total_cells': np.float64(10358852.111756604), 'flask_count': 3, 'avg_confluence': np.float64(0.13811802815675475), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 403}, {'day': 3, 'total_cells': np.float64(19333604.252038643), 'flask_count': 3, 'avg_confluence': np.float64(0.25778139002718187), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 403}, {'day': 4, 'total_cells': np.float64(34694019.17643003), 'flask_count': 3, 'avg_confluence': np.float64(0.4625869223524004), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 403}]"
404,4,30,1,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(4921156.794358606), 'flask_count': 3, 'avg_confluence': np.float64(0.06561542392478142), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 404}, {'day': 2, 'total_cells': np.float64(9296716.234174531), 'flask_count': 3, 'avg_confluence': np.float64(0.12395621645566039), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 404}, {'day': 3, 'total_cells': np.float64(17396285.555657018), 'flask_count': 3, 'avg_confluence': np.float64(0.23195047407542693), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 404}, {'day': 4, 'total_cells': np.float64(31496171.837267086), 'flask_count': 3, 'avg_confluence': np.float64(0.4199489578302278), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 404}]"
405,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5241129.006870251), 'flask_count': 3, 'avg_confluence': np.float64(0.06988172009160336), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 405}, {'day': 2, 'total_cells': np.float64(9897082.640175987), 'flask_count': 3, 'avg_confluence': np.float64(0.13196110186901316), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 405}, {'day': 3, 'total_cells': np.float64(18492518.07271936), 'flask_count': 3, 'avg_confluence': np.float64(0.2465669076362581), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 405}, {'day': 4, 'total_cells': np.float64(33313235.565882772), 'flask_count': 3, 'avg_confluence': np.float64(0.44417647421177037), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 405}]"
406,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5701228.864780801), 'flask_count': 3, 'avg_confluence': np.float64(0.07601638486374401), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 406}, {'day': 2, 'total_cells': np.float64(10758307.416730123), 'flask_count': 3, 'avg_confluence': np.float64(0.14344409888973494), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 406}, {'day': 3, 'total_cells': np.float64(20051567.755701624), 'flask_count': 3, 'avg_confluence': np.float64(0.26735423674268827), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 406}, {'day': 4, 'total_cells': np.float64(35818157.79195006), 'flask_count': 3, 'avg_confluence': np.float64(0.4775754372260009), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 406}]"
407,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6041538.099460971), 'flask_count': 3, 'avg_confluence': np.float64(0.08055384132614628), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 407}, {'day': 2, 'total_cells': np.float64(11392981.712134976), 'flask_count': 3, 'avg_confluence': np.float64(0.15190642282846636), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 407}, {'day': 3, 'total_cells': np.float64(21185558.858331468), 'flask_count': 3, 'avg_confluence': np.float64(0.28247411811108625), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 407}, {'day': 4, 'total_cells': np.float64(37557313.048815146), 'flask_count': 3, 'avg_confluence': np.float64(0.5007641739842019), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 407}]"
408,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5576731.1329925), 'flask_count': 3, 'avg_confluence': np.float64(0.07435641510656667), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 408}, {'day': 2, 'total_cells': np.float64(10525218.89337811), 'flask_count': 3, 'avg_confluence': np.float64(0.14033625191170815), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 408}, {'day': 3, 'total_cells': np.float64(19629299.016913455), 'flask_count': 3, 'avg_confluence': np.float64(0.2617239868921794), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 408}, {'day': 4, 'total_cells': np.float64(35138203.563018635), 'flask_count': 3, 'avg_confluence': np.float64(0.46850938084024846), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 408}]"
409,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6122389.978662197), 'flask_count': 3, 'avg_confluence': np.float64(0.08163186638216262), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 409}, {'day': 2, 'total_cells': np.float64(11545160.880423037), 'flask_count': 3, 'avg_confluence': np.float64(0.1539354784056405), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 409}, {'day': 3, 'total_cells': np.float64(21466353.006175656), 'flask_count': 3, 'avg_confluence': np.float64(0.28621804008234203), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 409}, {'day': 4, 'total_cells': np.float64(38036231.067460954), 'flask_count': 3, 'avg_confluence': np.float64(0.5071497475661461), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 409}]"
410,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5603363.439307271), 'flask_count': 3, 'avg_confluence': np.float64(0.07471151252409693), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 410}, {'day': 2, 'total_cells': np.float64(10575894.043584168), 'flask_count': 3, 'avg_confluence': np.float64(0.14101192058112222), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 410}, {'day': 3, 'total_cells': np.float64(19726349.73899299), 'flask_count': 3, 'avg_confluence': np.float64(0.2630179965199065), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 410}, {'day': 4, 'total_cells': np.float64(35323883.88468303), 'flask_count': 3, 'avg_confluence': np.float64(0.47098511846244034), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 410}]"
411,5,30,5,0.315,['mycoplasma contamination detected in Flask_P1_1'],[],"[{'day': 1, 'total_cells': np.float64(4972865.719536898), 'flask_count': 3, 'avg_confluence': np.float64(0.06630487626049197), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 411}, {'day': 2, 'total_cells': np.float64(9394693.64300233), 'flask_count': 3, 'avg_confluence': np.float64(0.12526258190669773), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 411}, {'day': 3, 'total_cells': np.float64(12096902.999910269), 'flask_count': 2, 'avg_confluence': np.float64(0.2419380599982054), 'avg_viability': np.float64(0.98), 'media_consumed': 225.0, 'run_id': 411}, {'day': 4, 'total_cells': np.float64(21846315.569701638), 'flask_count': 2, 'avg_confluence': np.float64(0.43692631139403276), 'avg_viability': np.float64(0.98), 'media_consumed': 255.0, 'run_id': 411}, {'day': 5, 'total_cells': np.float64(35346067.040254004), 'flask_count': 2, 'avg_confluence': np.float64(0.7069213408050801), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 411}]"
412,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5971890.876585027), 'flask_count': 3, 'avg_confluence': np.float64(0.07962521168780036), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 412}, {'day': 2, 'total_cells': np.float64(11264329.94928247), 'flask_count': 3, 'avg_confluence': np.float64(0.15019106599043294), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 412}, {'day': 3, 'total_cells': np.float64(20963639.23089777), 'flask_count': 3, 'avg_confluence': np.float64(0.2795151897453036), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 412}, {'day': 4, 'total_cells': np.float64(37260522.668307856), 'flask_count': 3, 'avg_confluence': np.float64(0.4968069689107715), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 412}]"
413,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5695143.559476979), 'flask_count': 3, 'avg_confluence': np.float64(0.07593524745969306), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 413}, {'day': 2, 'total_cells': np.float64(10744637.971054038), 'flask_count': 3, 'avg_confluence': np.float64(0.14326183961405384), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 413}, {'day': 3, 'total_cells': np.float64(20012063.763665285), 'flask_count': 3, 'avg_confluence': np.float64(0.26682751684887046), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 413}, {'day': 4, 'total_cells': np.float64(35670775.78228974), 'flask_count': 3, 'avg_confluence': np.float64(0.47561034376386324), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 413}]"
414,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5389365.24221199), 'flask_count': 3, 'avg_confluence': np.float64(0.0718582032294932), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 414}, {'day': 2, 'total_cells': np.float64(10175053.431065988), 'flask_count': 3, 'avg_confluence': np.float64(0.13566737908087986), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 414}, {'day': 3, 'total_cells': np.float64(18998959.96176663), 'flask_count': 3, 'avg_confluence': np.float64(0.25331946615688844), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 414}, {'day': 4, 'total_cells': np.float64(34145506.52011755), 'flask_count': 3, 'avg_confluence': np.float64(0.45527342026823403), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 414}]"
415,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6003451.873492403), 'flask_count': 3, 'avg_confluence': np.float64(0.08004602497989871), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 415}, {'day': 2, 'total_cells': np.float64(11322621.393882133), 'flask_count': 3, 'avg_confluence': np.float64(0.15096828525176176), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 415}, {'day': 3, 'total_cells': np.float64(21064116.320015505), 'flask_count': 3, 'avg_confluence': np.float64(0.2808548842668734), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 415}, {'day': 4, 'total_cells': np.float64(37394034.616911694), 'flask_count': 3, 'avg_confluence': np.float64(0.49858712822548923), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 415}]"
416,4,30,9,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6340317.333813088), 'flask_count': 3, 'avg_confluence': np.float64(0.08453756445084115), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 416}, {'day': 2, 'total_cells': np.float64(11950923.175928146), 'flask_count': 3, 'avg_confluence': np.float64(0.1593456423457086), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 416}, {'day': 3, 'total_cells': np.float64(22187027.071309716), 'flask_count': 3, 'avg_confluence': np.float64(0.2958270276174628), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 416}, {'day': 4, 'total_cells': np.float64(39117569.62660009), 'flask_count': 3, 'avg_confluence': np.float64(0.5215675950213344), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 416}]"
417,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5227595.217605639), 'flask_count': 3, 'avg_confluence': np.float64(0.0697012695680752), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 417}, {'day': 2, 'total_cells': np.float64(9870441.884578096), 'flask_count': 3, 'avg_confluence': np.float64(0.13160589179437462), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 417}, {'day': 3, 'total_cells': np.float64(18435716.95403288), 'flask_count': 3, 'avg_confluence': np.float64(0.24580955938710503), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 417}, {'day': 4, 'total_cells': np.float64(33171109.968278047), 'flask_count': 3, 'avg_confluence': np.float64(0.4422814662437073), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 417}]"
418,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5691046.610883135), 'flask_count': 3, 'avg_confluence': np.float64(0.07588062147844181), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 418}, {'day': 2, 'total_cells': np.float64(10739782.994576437), 'flask_count': 3, 'avg_confluence': np.float64(0.1431971065943525), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 418}, {'day': 3, 'total_cells': np.float64(20021480.871848166), 'flask_count': 3, 'avg_confluence': np.float64(0.26695307829130893), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 418}, {'day': 4, 'total_cells': np.float64(35789070.04393071), 'flask_count': 3, 'avg_confluence': np.float64(0.4771876005857428), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 418}]"
419,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5815045.921208472), 'flask_count': 3, 'avg_confluence': np.float64(0.07753394561611295), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 419}, {'day': 2, 'total_cells': np.float64(10970975.3790302), 'flask_count': 3, 'avg_confluence': np.float64(0.14627967172040265), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 419}, {'day': 3, 'total_cells': np.float64(20434105.211792998), 'flask_count': 3, 'avg_confluence': np.float64(0.27245473615724), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 419}, {'day': 4, 'total_cells': np.float64(36418741.27036488), 'flask_count': 3, 'avg_confluence': np.float64(0.48558321693819845), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 419}]"
420,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6107181.000854161), 'flask_count': 3, 'avg_confluence': np.float64(0.08142908001138882), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 420}, {'day': 2, 'total_cells': np.float64(11515583.557452282), 'flask_count': 3, 'avg_confluence': np.float64(0.15354111409936377), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 420}, {'day': 3, 'total_cells': np.float64(21405750.488586403), 'flask_count': 3, 'avg_confluence': np.float64(0.2854100065144854), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 420}, {'day': 4, 'total_cells': np.float64(37901091.1491112), 'flask_count': 3, 'avg_confluence': np.float64(0.5053478819881493), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 420}]"
421,4,30,9,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6462497.069387205), 'flask_count': 3, 'avg_confluence': np.float64(0.0861666275918294), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 421}, {'day': 2, 'total_cells': np.float64(12178659.623403745), 'flask_count': 3, 'avg_confluence': np.float64(0.16238212831204993), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 421}, {'day': 3, 'total_cells': np.float64(22593094.31985499), 'flask_count': 3, 'avg_confluence': np.float64(0.3012412575980665), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 421}, {'day': 4, 'total_cells': np.float64(39735438.29335011), 'flask_count': 3, 'avg_confluence': np.float64(0.5298058439113348), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 421}]"
422,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6102063.7592266565), 'flask_count': 3, 'avg_confluence': np.float64(0.08136085012302209), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 422}, {'day': 2, 'total_cells': np.float64(11506816.591126058), 'flask_count': 3, 'avg_confluence': np.float64(0.15342422121501412), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 422}, {'day': 3, 'total_cells': np.float64(21395043.958771847), 'flask_count': 3, 'avg_confluence': np.float64(0.28526725278362464), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 422}, {'day': 4, 'total_cells': np.float64(37911464.54818039), 'flask_count': 3, 'avg_confluence': np.float64(0.5054861939757385), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 422}]"
423,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5628298.979868741), 'flask_count': 3, 'avg_confluence': np.float64(0.07504398639824988), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 423}, {'day': 2, 'total_cells': np.float64(10622005.051085893), 'flask_count': 3, 'avg_confluence': np.float64(0.1416267340144786), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 423}, {'day': 3, 'total_cells': np.float64(19806169.685855806), 'flask_count': 3, 'avg_confluence': np.float64(0.2640822624780774), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 423}, {'day': 4, 'total_cells': np.float64(35431336.00368186), 'flask_count': 3, 'avg_confluence': np.float64(0.4724178133824248), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 423}]"
424,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6266267.271542256), 'flask_count': 3, 'avg_confluence': np.float64(0.08355023028723008), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 424}, {'day': 2, 'total_cells': np.float64(11812775.691124387), 'flask_count': 3, 'avg_confluence': np.float64(0.1575036758816585), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 424}, {'day': 3, 'total_cells': np.float64(21939927.53974114), 'flask_count': 3, 'avg_confluence': np.float64(0.29253236719654857), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 424}, {'day': 4, 'total_cells': np.float64(38737495.832208924), 'flask_count': 3, 'avg_confluence': np.float64(0.5164999444294524), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 424}]"
425,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5801536.156863568), 'flask_count': 3, 'avg_confluence': np.float64(0.07735381542484758), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 425}, {'day': 2, 'total_cells': np.float64(10945284.579519188), 'flask_count': 3, 'avg_confluence': np.float64(0.1459371277269225), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 425}, {'day': 3, 'total_cells': np.float64(20384992.5806731), 'flask_count': 3, 'avg_confluence': np.float64(0.2717999010756413), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 425}, {'day': 4, 'total_cells': np.float64(36325109.98499398), 'flask_count': 3, 'avg_confluence': np.float64(0.48433479979991984), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 425}]"
426,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5223815.364521837), 'flask_count': 3, 'avg_confluence': np.float64(0.06965087152695783), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 426}, {'day': 2, 'total_cells': np.float64(9864662.69692818), 'flask_count': 3, 'avg_confluence': np.float64(0.1315288359590424), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 426}, {'day': 3, 'total_cells': np.float64(18433750.15629834), 'flask_count': 3, 'avg_confluence': np.float64(0.2457833354173112), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 426}, {'day': 4, 'total_cells': np.float64(33218322.295624405), 'flask_count': 3, 'avg_confluence': np.float64(0.4429109639416587), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 426}]"
427,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5731885.179765988), 'flask_count': 3, 'avg_confluence': np.float64(0.07642513573021316), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 427}, {'day': 2, 'total_cells': np.float64(10815080.512123235), 'flask_count': 3, 'avg_confluence': np.float64(0.14420107349497646), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 427}, {'day': 3, 'total_cells': np.float64(20150410.32703858), 'flask_count': 3, 'avg_confluence': np.float64(0.2686721376938477), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 427}, {'day': 4, 'total_cells': np.float64(35954988.254259236), 'flask_count': 3, 'avg_confluence': np.float64(0.47939984339012315), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 427}]"
428,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5659396.502339098), 'flask_count': 3, 'avg_confluence': np.float64(0.07545862003118797), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 428}, {'day': 2, 'total_cells': np.float64(10679086.9127907), 'flask_count': 3, 'avg_confluence': np.float64(0.142387825503876), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 428}, {'day': 3, 'total_cells': np.float64(19902206.900699824), 'flask_count': 3, 'avg_confluence': np.float64(0.2653627586759977), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 428}, {'day': 4, 'total_cells': np.float64(35544230.773952216), 'flask_count': 3, 'avg_confluence': np.float64(0.4739230769860295), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 428}]"
429,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5693500.375256222), 'flask_count': 3, 'avg_confluence': np.float64(0.07591333833674963), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 429}, {'day': 2, 'total_cells': np.float64(10742889.850946352), 'flask_count': 3, 'avg_confluence': np.float64(0.14323853134595135), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 429}, {'day': 3, 'total_cells': np.float64(20017542.09372335), 'flask_count': 3, 'avg_confluence': np.float64(0.2669005612496447), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 429}, {'day': 4, 'total_cells': np.float64(35729604.85131392), 'flask_count': 3, 'avg_confluence': np.float64(0.47639473135085214), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 429}]"
